,location,total_sqft,bath,price,bhk,encoded_loc
4705,others,1515.0,3,90.0,3,230
4706,Thigalarapalya,1830.0,4,150.0,3,210
4707,Kaggadasapura,1710.0,3,60.0,3,118
4708,BTM Layout,935.0,2,51.5,2,23
4709,Jakkur,2197.0,3,136.0,3,110
4710,Yeshwanthpur,1678.0,3,92.13,3,229
4711,Brookefield,1410.0,2,80.0,3,51
4712,Jakkur,1125.0,2,65.0,2,110
4713,Magadi Road,1191.0,2,55.38,3,155
4714,Thubarahalli,1200.0,2,79.0,2,211
4715,CV Raman Nagar,1525.0,2,67.0,3,53
4716,Seegehalli,920.0,2,27.0,2,198
4717,Chikkabanavar,600.0,1,25.0,2,58
4718,Thanisandra,1185.0,2,44.0,2,209
4719,Electronics City Phase 1,1190.0,2,68.0,2,76
4720,Whitefield,4271.0,5,158.5,4,224
4721,Whitefield,1355.0,2,73.0,2,224
4722,KR Puram,1200.0,1,65.0,2,115
4723,Kundalahalli,7000.0,4,550.0,4,150
4724,Yelahanka New Town,500.0,2,24.0,1,227
4725,Bommasandra Industrial Area,1250.0,3,50.0,3,49
4726,Uttarahalli,1480.0,2,58.0,3,216
4727,KR Puram,2324.0,2,70.445,3,115
4728,others,1206.0,2,53.0,2,230
4729,Hosakerehalli,925.0,2,46.5,2,102
4730,8th Phase JP Nagar,909.0,2,40.9,2,7
4731,Brookefield,1100.0,2,55.0,2,51
4732,Raja Rajeshwari Nagar,1306.0,2,44.17,2,184
4733,others,1200.0,4,95.0,4,230
4734,Kalena Agrahara,610.0,1,39.0,1,121
4735,Yelahanka,1484.0,2,56.4,3,226
4736,Ramamurthy Nagar,1125.0,2,47.0,2,188
4737,Whitefield,2882.0,5,158.0,4,224
4738,Kundalahalli,2075.0,3,115.0,3,150
4739,others,1250.0,2,58.0,2,230
4740,Horamavu Banaswadi,1272.0,2,51.5,2,99
4741,others,625.0,2,24.0,2,230
4742,1st Phase JP Nagar,840.0,2,50.0,1,1
4743,Hennur Road,2502.0,4,180.0,4,96
4744,Rayasandra,583.0,1,26.9,1,189
4745,others,900.0,2,27.0,2,230
4746,Kanakapura,2200.0,3,121.0,3,126
4747,Whitefield,750.0,1,51.0,1,224
4748,Marathahalli,1600.0,3,58.0,3,161
4749,Chikkalasandra,1365.0,2,49.0,3,59
4750,others,1300.0,3,64.0,3,230
4751,others,1200.0,1,69.0,1,230
4752,Electronics City Phase 1,1190.0,2,33.92,2,76
4753,Vishwapriya Layout,1250.0,3,38.0,3,222
4754,Kaggadasapura,1500.0,3,75.0,3,118
4755,Banashankari Stage V,1510.0,3,47.57,3,29
4756,7th Phase JP Nagar,1187.0,2,59.0,2,6
4757,Kundalahalli,1120.0,2,53.76,2,150
4758,others,1717.0,3,99.0,3,230
4759,others,2099.0,3,95.0,3,230
4760,Kasturi Nagar,1100.0,2,58.0,2,131
4761,others,1200.0,1,48.0,1,230
4762,Bannerghatta Road,1465.0,2,45.87,3,34
4763,Kothanur,1500.0,1,75.0,1,146
4764,Haralur Road,1255.0,2,90.0,3,90
4765,5th Phase JP Nagar,1220.0,2,88.0,2,4
4766,Electronic City Phase II,1065.0,2,30.88,2,75
4767,Sultan Palaya,1765.0,3,80.0,3,206
4768,Bellandur,1281.0,2,87.0,2,40
4769,Kaggadasapura,1215.0,2,43.0,2,118
4770,Ananth Nagar,1200.0,3,87.0,4,16
4771,Mysore Road,1237.0,2,73.0,2,166
4772,Lakshminarayana Pura,1300.0,2,70.0,2,153
4773,Whitefield,1105.0,2,39.99,2,224
4774,Hebbal Kempapura,3900.0,5,310.0,4,93
4775,Banashankari,1186.0,2,65.0,2,26
4776,Kengeri,750.0,2,35.5,2,135
4777,others,1430.0,2,78.65,3,230
4778,Thanisandra,1056.0,2,68.0,2,209
4779,others,2108.0,3,85.0,3,230
4780,Banashankari,1650.0,3,101.0,3,26
4781,Electronic City Phase II,1220.0,3,36.6,3,75
4782,Rayasandra,1198.0,2,54.0,2,189
4783,others,1190.0,2,70.0,2,230
4784,others,900.0,2,41.0,2,230
4785,others,2690.0,4,185.0,4,230
4786,Kanakapura,1340.0,2,65.0,2,126
4787,Yelahanka,1260.0,2,59.2,2,226
4788,Talaghattapura,2254.0,3,153.0,3,208
4789,Old Madras Road,2990.0,5,210.0,3,177
4790,JP Nagar,820.0,2,45.0,2,109
4791,Electronic City,1296.0,2,65.0,2,74
4792,Uttarahalli,1190.0,2,53.55,2,216
4793,Whitefield,1173.0,2,77.0,2,224
4794,Sarjapura - Attibele Road,1800.0,3,90.0,3,195
4795,Yelahanka,1102.0,2,52.0,2,226
4796,Sarjapur,913.0,2,36.0,2,193
4797,Hormavu,1176.0,2,35.27,3,100
4798,Prithvi Layout,1620.0,3,65.0,3,181
4799,Billekahalli,2968.0,3,225.0,3,44
4800,Yelahanka,1519.0,2,65.0,2,226
4801,others,1594.0,3,99.0,3,230
4802,others,1250.0,2,68.0,2,230
4803,Haralur Road,1056.0,2,60.0,2,90
4804,Whitefield,1200.0,3,68.4,3,224
4805,others,1290.0,1,77.5,2,230
4806,others,1150.0,2,48.0,2,230
4807,Anekal,1200.0,2,36.0,4,17
4808,Gollarapalya Hosahalli,861.0,2,36.5,2,81
4809,Kundalahalli,1047.0,2,82.62,2,150
4810,others,1200.0,2,75.0,2,230
4811,others,1065.0,2,45.0,2,230
4812,Ramamurthy Nagar,1000.0,2,62.0,2,188
4813,Lingadheeranahalli,1682.0,3,113.0,3,154
4814,Harlur,1756.0,3,131.0,3,91
4815,Vittasandra,1238.0,2,67.32,2,223
4816,Dasanapura,814.0,2,42.0,2,63
4817,Dodda Nekkundi,1145.0,2,46.5,2,67
4818,Varthur,965.0,2,34.0,2,217
4819,others,750.0,2,36.0,2,230
4820,Banashankari,1300.0,2,55.0,3,26
4821,1st Phase JP Nagar,1590.0,3,131.0,3,1
4822,Begur Road,644.0,1,40.0,1,39
4823,Whitefield,982.0,2,37.0,2,224
4824,Indira Nagar,1260.0,2,100.0,2,108
4825,Rayasandra,1555.0,3,75.17,3,189
4826,Kaggadasapura,1225.0,2,48.0,2,118
4827,Electronics City Phase 1,1085.0,2,46.0,2,76
4828,Thanisandra,1595.0,3,110.0,3,209
4829,Raja Rajeshwari Nagar,1196.0,2,40.44,2,184
4830,Yelahanka,1859.0,3,108.0,3,226
4831,9th Phase JP Nagar,1079.0,2,60.0,2,8
4832,Whitefield,1118.0,2,42.0,2,224
4833,CV Raman Nagar,1198.0,2,60.0,2,53
4834,Thigalarapalya,1830.0,4,135.0,3,210
4835,Banashankari Stage VI,1160.0,2,59.0,2,30
4836,others,2070.0,3,135.0,3,230
4837,Kannamangala,957.0,2,52.5,2,128
4838,Bannerghatta Road,1268.0,2,69.0,2,34
4839,Bannerghatta Road,1450.0,2,87.0,3,34
4840,others,1600.0,2,75.0,3,230
4841,Uttarahalli,1330.0,2,57.0,3,216
4842,Jakkur,1355.0,2,65.0,3,110
4843,others,1100.0,2,38.49,2,230
4844,Chikkalasandra,1075.0,2,46.76,2,59
4845,others,800.0,2,55.0,2,230
4846,others,900.0,1,44.0,2,230
4847,Haralur Road,1140.0,2,42.0,2,90
4848,Padmanabhanagar,1710.0,2,90.63,3,178
4849,Talaghattapura,2106.0,3,148.0,3,208
4850,others,3800.0,2,130.0,3,230
4851,Marathahalli,1602.0,2,104.0,2,161
4852,Sarjapur  Road,1660.0,2,116.0,3,194
4853,Electronic City Phase II,1549.0,3,80.0,3,75
4854,Marathahalli,700.0,1,38.0,1,161
4855,Balagere,1012.0,2,64.0,2,25
4856,Whitefield,1216.0,2,69.0,2,224
4857,Electronic City Phase II,1065.0,2,56.13,2,75
4858,Thanisandra,1411.0,3,93.15,3,209
4859,Pai Layout,1400.0,2,57.5,2,179
4860,Haralur Road,1245.0,2,62.0,2,90
4861,Vidyaranyapura,1000.0,2,35.0,2,219
4862,Panathur,2362.5,3,71.89,3,180
4863,Subramanyapura,1800.0,3,90.0,3,205
4864,Kothannur,1275.0,3,44.0,3,145
4865,Kasavanhalli,1494.0,3,82.0,3,130
4866,Bhoganhalli,1949.0,3,129.0,3,43
4867,BTM Layout,1020.0,2,46.5,2,23
4868,Mysore Road,883.0,2,45.0,2,166
4869,others,2010.0,3,125.0,3,230
4870,Yeshwanthpur,1240.0,2,80.0,2,229
4871,6th Phase JP Nagar,1213.0,2,63.0,2,5
4872,Hegde Nagar,1835.0,3,88.0,3,94
4873,Bannerghatta Road,2932.0,5,195.0,4,34
4874,Whitefield,3425.0,5,250.0,4,224
4875,Gottigere,945.0,2,45.0,2,82
4876,others,1504.0,2,100.0,3,230
4877,Harlur,1755.0,3,130.0,3,91
4878,Vijayanagar,1760.0,3,140.0,3,220
4879,Hoodi,1240.0,2,43.94,2,97
4880,Electronics City Phase 1,1450.0,3,72.54,3,76
4881,5th Phase JP Nagar,1000.0,2,48.0,2,4
4882,Shivaji Nagar,3820.0,1,306.0,1,200
4883,Thyagaraja Nagar,2000.0,4,145.0,5,212
4884,Choodasandra,1215.0,2,59.0,2,60
4885,Yelachenahalli,1330.0,3,73.5,3,225
4886,Raja Rajeshwari Nagar,1178.0,2,75.0,2,184
4887,others,2040.0,2,59.0,2,230
4888,Bellandur,2000.0,3,85.0,3,40
4889,Dasarahalli,2400.0,2,152.0,3,64
4890,Sarjapur  Road,1700.0,3,108.0,3,194
4891,Jigani,1200.0,3,65.0,3,113
4892,others,1500.0,3,72.0,3,230
4893,Kanakpura Road,1737.0,3,85.0,3,127
4894,others,1280.0,2,48.0,3,230
4895,CV Raman Nagar,1560.0,2,85.0,2,53
4896,Kambipura,883.0,2,44.0,2,123
4897,Kengeri Satellite Town,750.0,2,33.0,2,136
4898,Brookefield,2400.0,3,140.0,4,51
4899,others,900.0,2,45.0,2,230
4900,Hormavu,1030.0,2,49.35,2,100
4901,Hennur Road,1831.0,3,110.0,3,96
4902,others,1095.0,2,38.33,2,230
4903,7th Phase JP Nagar,1000.0,2,61.0,2,6
4904,Budigere,1820.0,3,85.4,3,52
4905,Bisuvanahalli,1075.0,2,41.0,3,46
4906,TC Palaya,1500.0,3,83.0,3,207
4907,Electronics City Phase 1,360.0,1,16.9,1,76
4908,Kadugodi,1345.0,1,40.7,1,117
4909,Electronic City,1140.0,2,70.93,2,74
4910,others,1145.0,2,58.4,2,230
4911,others,1862.0,3,120.0,3,230
4912,Devarachikkanahalli,947.0,2,43.0,2,66
4913,Kalena Agrahara,1120.0,2,40.0,2,121
4914,others,2700.0,3,200.0,3,230
4915,Kaggadasapura,1805.0,2,75.0,3,118
4916,others,1677.0,3,98.0,3,230
4917,Uttarahalli,1560.0,3,74.0,3,216
4918,Arekere,2060.0,3,150.0,3,20
4919,Koramangala,1716.0,2,115.0,3,144
4920,Harlur,1864.0,3,140.0,3,91
4921,Electronics City Phase 1,638.0,1,32.0,1,76
4922,Chandapura,937.0,2,30.0,2,55
4923,others,1490.0,2,115.0,3,230
4924,Whitefield,1100.0,2,37.0,2,224
4925,Thigalarapalya,1000.0,2,48.53,2,210
4926,Horamavu Agara,1060.0,2,37.0,2,98
4927,Basaveshwara Nagar,1200.0,2,80.0,2,36
4928,Akshaya Nagar,1420.0,2,75.0,3,11
4929,Sarjapur  Road,1539.0,3,85.0,3,194
4930,others,1550.0,3,59.0,3,230
4931,Kasavanhalli,1555.0,3,82.0,3,130
4932,Seegehalli,1553.0,3,68.0,3,198
4933,Electronic City Phase II,920.0,2,26.0,2,75
4934,others,1740.0,3,120.0,3,230
4935,OMBR Layout,1855.0,3,145.0,3,175
4936,others,1020.0,2,60.0,2,230
4937,Uttarahalli,1250.0,2,50.0,3,216
4938,Sanjay nagar,1450.0,3,75.0,3,191
4939,Thubarahalli,1200.0,2,80.0,2,211
4940,Haralur Road,1140.0,2,58.0,2,90
4941,others,550.0,1,16.0,1,230
4942,Bannerghatta Road,1450.0,3,44.0,3,34
4943,Kanakpura Road,700.0,2,35.07,2,127
4944,Whitefield,1200.0,3,56.0,3,224
4945,Yelahanka,1050.0,2,45.0,2,226
4946,Somasundara Palya,1600.0,3,69.0,3,202
4947,Bannerghatta Road,1625.0,2,75.0,3,34
4948,others,1492.0,2,65.0,2,230
4949,Whitefield,4271.0,5,157.5,4,224
4950,Sarjapur  Road,1489.0,2,82.0,3,194
4951,Kanakapura,1560.0,2,62.38,3,126
4952,others,1431.0,3,65.0,3,230
4953,Lingadheeranahalli,1682.0,3,114.0,3,154
4954,Panathur,1198.0,2,86.26,2,180
4955,Sarjapur  Road,1550.0,2,69.75,3,194
4956,Kodichikkanahalli,1026.0,2,45.0,2,138
4957,Hennur,1260.0,2,52.0,3,95
4958,others,690.0,2,42.0,2,230
4959,Sarjapur  Road,539.0,1,45.0,1,194
4960,Sarakki Nagar,1200.0,4,85.0,4,192
4961,Attibele,2400.0,3,120.0,3,21
4962,Thubarahalli,1200.0,2,79.55,2,211
4963,Sarjapur  Road,1186.0,2,40.0,3,194
4964,Thanisandra,1039.0,2,39.5,2,209
4965,Gottigere,1500.0,4,100.0,5,82
4966,Malleshwaram,2520.0,3,150.0,3,160
4967,Brookefield,1225.0,2,66.5,2,51
4968,Bommanahalli,1350.0,2,72.0,2,47
4969,Whitefield,1550.0,2,49.6,3,224
4970,Hoodi,1490.0,3,79.0,3,97
4971,others,1520.0,3,111.0,3,230
4972,others,1391.0,2,64.5,3,230
4973,Rachenahalli,1200.0,2,50.0,2,183
4974,others,1200.0,4,86.0,4,230
4975,Yelahanka,1322.0,2,80.0,2,226
4976,Whitefield,2173.0,3,128.0,3,224
4977,Sarjapur  Road,1200.0,2,75.0,2,194
4978,Thubarahalli,1200.0,2,47.0,2,211
4979,Mysore Road,1170.0,2,65.0,2,166
4980,NRI Layout,1125.0,2,45.56,2,168
4981,others,1250.0,2,90.0,2,230
4982,Yelahanka,1075.0,2,36.0,3,226
4983,Whitefield,1435.0,3,45.0,3,224
4984,Electronics City Phase 1,1175.0,2,64.98,2,76
4985,others,900.0,2,33.0,2,230
4986,Electronics City Phase 1,585.0,1,21.0,1,76
4987,Jigani,3170.0,5,230.0,4,113
4988,Thanisandra,1220.0,2,42.0,2,209
4989,Bannerghatta Road,960.0,2,58.0,2,34
4990,NGR Layout,907.0,1,38.0,1,167
4991,Old Madras Road,1210.0,2,74.0,2,177
4992,others,1230.0,2,70.0,2,230
4993,5th Phase JP Nagar,1350.0,2,75.0,3,4
4994,Kenchenahalli,1150.0,2,58.0,2,134
4995,Sarjapur,1404.0,2,53.35,3,193
4996,OMBR Layout,1050.0,2,48.0,2,175
4997,Yelahanka,1285.0,2,56.0,2,226
4998,Hormavu,1018.0,2,50.8,2,100
4999,Hoskote,1200.0,3,57.0,3,103
5000,others,1600.0,3,95.0,3,230
5001,9th Phase JP Nagar,1480.0,2,80.0,2,8
5002,Kodichikkanahalli,2500.0,7,125.0,5,138
5003,Kaval Byrasandra,480.0,1,25.0,1,133
5004,Akshaya Nagar,1435.0,3,53.0,3,11
5005,others,600.0,2,23.0,1,230
5006,CV Raman Nagar,1590.0,2,85.0,3,53
5007,Nagavara,936.0,2,40.2,2,171
5008,Banashankari,1181.0,2,75.0,2,26
5009,Kengeri,1741.0,3,80.0,3,135
5010,JP Nagar,1750.0,3,123.0,3,109
5011,Varthur Road,1050.0,2,42.7,2,218
5012,Tumkur Road,1027.0,2,60.0,2,214
5013,Sector 2 HSR Layout,1600.0,3,70.0,3,196
5014,Sahakara Nagar,1000.0,2,60.0,2,190
5015,Varthur,1120.0,2,44.24,2,217
5016,others,1200.0,2,85.0,2,230
5017,others,1200.0,2,35.0,2,230
5018,Kasturi Nagar,1570.0,3,110.0,3,131
5019,Electronic City Phase II,1140.0,2,33.84,2,75
5020,Banashankari,1105.0,2,90.0,2,26
5021,Electronic City,1200.0,2,34.65,2,74
5022,Whitefield,905.0,1,62.0,1,224
5023,Kudlu Gate,1185.0,2,50.0,2,148
5024,Rayasandra,1458.0,3,60.0,3,189
5025,Hormavu,1555.0,3,75.0,3,100
5026,others,1200.0,2,45.0,2,230
5027,Sarjapur  Road,1308.0,2,58.86,2,194
5028,Kudlu,1024.0,2,44.0,2,147
5029,Kanakapura,1450.0,3,75.0,3,126
5030,Seegehalli,1639.0,3,120.0,3,198
5031,Hennur Road,1232.0,2,87.0,2,96
5032,others,2000.0,4,130.0,3,230
5033,Jakkur,1230.0,2,79.0,2,110
5034,KR Puram,1076.0,2,67.0,2,115
5035,others,995.0,2,34.82,3,230
5036,Kodigehaali,2120.0,3,177.0,3,139
5037,Electronic City,1096.0,2,40.55,2,74
5038,Horamavu Agara,1107.83,2,41.51,2,98
5039,8th Phase JP Nagar,2135.5,3,72.02,3,7
5040,Whitefield,1320.0,2,99.26,2,224
5041,Whitefield,2901.0,4,190.0,3,224
5042,GM Palaya,1315.0,2,65.0,3,78
5043,others,1000.0,2,44.0,2,230
5044,Hosakerehalli,1596.0,3,79.8,3,102
5045,Bannerghatta Road,1750.0,3,130.0,3,34
5046,Old Madras Road,1350.0,3,47.25,3,177
5047,Old Madras Road,6087.5,2,341.0,4,177
5048,others,1175.0,2,79.0,2,230
5049,Talaghattapura,921.0,2,29.47,2,208
5050,Sultan Palaya,1713.0,3,125.0,3,206
5051,others,1200.0,2,43.0,2,230
5052,8th Phase JP Nagar,1900.0,4,90.0,3,7
5053,Kudlu Gate,1664.0,3,68.0,3,148
5054,Binny Pete,1795.0,3,139.0,3,45
5055,Kereguddadahalli,600.0,1,19.5,1,137
5056,Hoodi,1240.0,2,65.0,2,97
5057,Hegde Nagar,1965.0,4,132.0,3,94
5058,Electronics City Phase 1,1200.0,2,59.76,2,76
5059,others,1112.0,2,68.0,2,230
5060,Mahadevpura,1136.0,2,64.5,2,156
5061,Jigani,914.0,2,55.0,2,113
5062,Rachenahalli,1050.0,2,47.25,2,183
5063,Marathahalli,1385.0,2,68.5,3,161
5064,others,990.0,2,35.0,2,230
5065,Yelahanka,845.0,2,43.0,2,226
5066,Whitefield,1485.0,2,96.51,2,224
5067,Kanakapura,1460.0,2,43.79,3,126
5068,Thanisandra,1450.0,2,57.0,2,209
5069,HSR Layout,1360.0,2,53.0,3,89
5070,Singasandra,1375.0,2,58.0,2,201
5071,Uttarahalli,1125.0,2,48.0,2,216
5072,Banashankari,720.0,1,60.0,1,26
5073,7th Phase JP Nagar,1460.0,2,100.0,3,6
5074,others,1107.0,2,40.0,2,230
5075,others,1158.0,2,75.0,2,230
5076,Yelachenahalli,800.0,1,30.0,2,225
5077,Bhoganhalli,1760.0,3,128.0,3,43
5078,others,3200.0,4,200.0,4,230
5079,TC Palaya,1350.0,3,60.0,3,207
5080,others,1125.0,2,32.49,2,230
5081,BTM Layout,1600.0,3,112.0,3,23
5082,others,1200.0,2,90.0,2,230
5083,Whitefield,1755.0,3,101.0,3,224
5084,Hulimavu,1200.0,2,50.0,2,105
5085,others,1200.0,2,67.0,2,230
5086,others,1266.67,2,69.0,2,230
5087,others,1300.0,3,64.0,3,230
5088,Mysore Road,1500.5,2,50.855,2,166
5089,Raja Rajeshwari Nagar,1128.0,2,40.0,2,184
5090,others,2000.0,2,160.0,2,230
5091,Panathur,1210.0,2,80.0,2,180
5092,Arekere,2710.0,6,142.0,4,20
5093,Raja Rajeshwari Nagar,1151.0,2,39.0,2,184
5094,Sarjapur  Road,920.0,2,40.0,2,194
5095,Munnekollal,1750.0,3,86.5,3,164
5096,Dasanapura,1163.0,2,65.0,2,63
5097,others,1800.0,3,95.0,3,230
5098,CV Raman Nagar,1100.0,2,58.0,2,53
5099,R.T. Nagar,1200.0,2,60.0,2,182
5100,others,1410.0,3,65.0,3,230
5101,Begur Road,1933.0,3,98.0,3,39
5102,Begur Road,1200.0,2,45.6,2,39
5103,Whitefield,1608.0,2,63.0,3,224
5104,Horamavu Banaswadi,1156.0,2,46.9,2,99
5105,others,1230.0,2,75.0,2,230
5106,Kasavanhalli,770.0,1,43.82,1,130
5107,Ardendale,1777.26,3,105.0,3,19
5108,Kanakpura Road,1339.0,2,85.0,2,127
5109,Sarjapur  Road,3044.0,3,183.0,3,194
5110,others,1080.0,2,44.8,2,230
5111,others,2400.0,2,135.0,2,230
5112,Hulimavu,1450.0,3,72.0,3,105
5113,Kothanur,1075.0,2,53.0,2,146
5114,Sarjapur  Road,1163.0,2,62.0,3,194
5115,Hebbal,1299.0,2,100.0,2,92
5116,HRBR Layout,1170.0,2,75.0,2,88
5117,JP Nagar,3070.0,2,152.0,3,109
5118,Yelahanka,2600.0,4,175.0,4,226
5119,KR Puram,1140.0,2,43.32,2,115
5120,Kanakpura Road,1900.0,3,125.0,3,127
5121,Electronic City,1110.0,2,39.95,2,74
5122,HBR Layout,1089.0,2,60.0,2,87
5123,others,880.0,2,48.0,2,230
5124,Kereguddadahalli,1080.0,2,32.0,2,137
5125,Thanisandra,1093.0,2,68.1,2,209
5126,Banashankari Stage III,1480.0,3,75.48,3,28
5127,Hegde Nagar,1703.0,3,125.0,3,94
5128,Hebbal,1200.0,2,60.0,2,92
5129,Marathahalli,1690.0,3,116.0,3,161
5130,Yelahanka,1305.0,2,78.0,2,226
5131,Talaghattapura,1257.0,2,40.22,3,208
5132,others,1150.0,2,45.0,2,230
5133,others,1194.0,2,55.0,2,230
5134,others,2000.0,3,90.0,3,230
5135,Anekal,1500.0,4,99.0,3,17
5136,others,1025.0,2,42.5,2,230
5137,Horamavu Agara,980.0,2,38.19,2,98
5138,Hosakerehalli,1200.0,2,100.0,3,102
5139,Whitefield,2225.0,3,149.0,3,224
5140,others,1022.0,2,57.0,2,230
5141,others,1153.0,2,45.0,2,230
5142,Pai Layout,1175.0,2,60.0,2,179
5143,Vidyaranyapura,1560.0,3,68.0,3,219
5144,Billekahalli,1350.0,3,55.0,2,44
5145,others,1200.0,2,76.0,2,230
5146,others,1200.0,1,54.0,2,230
5147,Chandapura,800.0,2,25.0,2,55
5148,Electronic City,2093.0,4,104.0,4,74
5149,Bannerghatta Road,1275.0,2,73.0,2,34
5150,Begur Road,1215.0,2,43.13,2,39
5151,Begur Road,1444.0,2,71.5,3,39
5152,others,950.0,2,38.0,2,230
5153,Banashankari Stage II,1240.0,2,59.52,3,27
5154,Hennur,1231.0,2,50.0,2,95
5155,Yeshwanthpur,1713.0,3,110.0,3,229
5156,Sarjapur  Road,3004.0,4,158.0,3,194
5157,Sonnenahalli,1310.0,2,46.0,3,204
5158,Jalahalli,790.0,2,49.5,2,111
5159,others,1605.0,3,100.0,3,230
5160,Whitefield,1250.0,2,82.0,2,224
5161,Subramanyapura,1260.0,2,76.0,3,205
5162,Yelahanka,1180.0,2,56.0,2,226
5163,Uttarahalli,1255.0,2,50.19,3,216
5164,Electronic City,1025.0,2,53.9,2,74
5165,Sarjapur  Road,1877.0,4,150.0,3,194
5166,Hennur,2500.0,5,125.0,5,95
5167,others,1542.0,3,98.0,3,230
5168,others,1012.0,2,42.0,2,230
5169,Chandapura,1200.0,2,65.0,2,55
5170,Sarjapur  Road,1115.0,2,43.0,2,194
5171,Green Glen Layout,1680.0,4,95.0,3,83
5172,Old Madras Road,1171.0,2,72.0,2,177
5173,Tumkur Road,1027.0,2,68.62,2,214
5174,Shampura,1700.0,3,75.0,3,199
5175,Kanakapura,1090.0,2,38.15,2,126
5176,Hennur Road,1232.0,2,74.0,2,96
5177,Anekal,766.0,2,28.0,2,17
5178,Kanakpura Road,525.0,1,27.0,1,127
5179,Hosa Road,1590.0,3,109.0,3,101
5180,JP Nagar,1452.0,2,41.0,3,109
5181,Choodasandra,1254.0,2,65.0,3,60
5182,others,3600.0,5,110.0,5,230
5183,Kanakpura Road,1593.0,3,118.0,3,127
5184,others,1333.0,2,77.27,2,230
5185,Raja Rajeshwari Nagar,1375.0,2,54.99,3,184
5186,Ardendale,1650.0,3,82.0,3,19
5187,Thanisandra,1430.0,2,51.48,3,209
5188,Electronic City,940.0,2,54.0,2,74
5189,Electronic City,435.0,1,21.0,1,74
5190,Begur Road,1160.0,2,36.54,2,39
5191,Electronic City,1500.0,2,77.5,3,74
5192,Koramangala,1890.0,2,100.0,3,144
5193,others,1050.0,2,70.0,2,230
5194,Haralur Road,1027.0,2,43.0,2,90
5195,Seegehalli,3000.0,4,235.0,3,198
5196,Tumkur Road,1459.0,2,95.0,3,214
5197,Yelahanka,1711.0,3,85.61,3,226
5198,Hoodi,1250.0,2,98.0,2,97
5199,Anandapura,875.0,2,57.0,2,15
5200,Ramamurthy Nagar,1334.0,2,67.0,2,188
5201,others,1140.0,2,32.92,2,230
5202,Thigalarapalya,2072.0,4,160.0,3,210
5203,Kengeri Satellite Town,920.0,2,39.0,2,136
5204,Nagasandra,1310.0,3,95.0,4,170
5205,Electronic City,1631.0,3,80.0,3,74
5206,Kanakpura Road,525.0,1,27.5,1,127
5207,Jalahalli,1395.0,3,82.0,3,111
5208,others,2000.0,3,105.0,3,230
5209,Hennur Road,1232.0,2,66.0,2,96
5210,others,1075.0,2,55.0,2,230
5211,Gubbalala,1205.0,2,70.0,2,84
5212,Rayasandra,1179.0,2,55.0,3,189
5213,Kodigehaali,1013.0,2,51.0,2,139
5214,Uttarahalli,1160.0,2,40.6,2,216
5215,7th Phase JP Nagar,1200.0,2,62.5,2,6
5216,others,1200.0,3,99.0,3,230
5217,Marathahalli,1065.0,2,55.0,2,161
5218,Lakshminarayana Pura,1395.0,2,75.0,2,153
5219,others,1007.0,2,43.0,2,230
5220,Kengeri,1436.0,2,55.0,3,135
5221,others,4250.0,6,150.0,6,230
5222,Kengeri,1200.0,2,58.0,2,135
5223,Mysore Road,940.0,2,43.61,2,166
5224,KR Puram,4300.0,6,175.0,6,115
5225,Dodda Nekkundi,1829.0,3,125.0,3,67
5226,others,1000.0,2,60.0,2,230
5227,others,5720.0,3,350.0,3,230
5228,Hebbal,1390.0,2,95.0,2,92
5229,Lakshminarayana Pura,1500.0,3,104.0,3,153
5230,Vijayanagar,2047.0,3,136.0,3,220
5231,Jakkur,1202.0,2,79.0,2,110
5232,others,1012.0,2,59.0,2,230
5233,Gunjur,2132.0,3,80.0,3,85
5234,Whitefield,605.0,1,40.0,1,224
5235,Harlur,1331.0,2,88.0,2,91
5236,Margondanahalli,1200.0,2,69.0,2,162
5237,others,1280.0,2,49.0,3,230
5238,Balagere,1007.0,2,62.0,2,25
5239,Thanisandra,1370.0,2,61.0,3,209
5240,others,925.0,2,35.0,2,230
5241,TC Palaya,1500.0,2,75.0,2,207
5242,Hennur Road,1341.0,2,95.0,2,96
5243,others,1350.0,2,47.25,3,230
5244,Tumkur Road,992.0,2,60.0,2,214
5245,Uttarahalli,1163.0,2,68.0,2,216
5246,Sarjapur  Road,1229.0,2,70.0,2,194
5247,others,600.0,2,39.0,2,230
5248,Electronic City Phase II,1219.0,2,61.26,2,75
5249,Raja Rajeshwari Nagar,1525.0,2,99.13,3,184
5250,Kasavanhalli,1147.0,2,60.0,2,130
5251,Akshaya Nagar,1412.0,2,88.0,3,11
5252,Sarjapur  Road,1044.0,2,34.77,2,194
5253,Nagarbhavi,1190.0,2,63.0,2,169
5254,others,1240.0,2,65.0,3,230
5255,Jigani,1352.0,3,65.0,3,113
5256,others,1100.0,2,55.0,2,230
5257,Uttarahalli,1330.0,2,39.9,3,216
5258,others,1700.0,3,111.0,3,230
5259,Electronic City,1355.0,2,67.0,2,74
5260,Ramamurthy Nagar,1200.0,2,46.0,2,188
5261,Kengeri,400.0,2,25.0,1,135
5262,Sarjapur  Road,1342.0,2,70.0,2,194
5263,Begur Road,1615.0,3,50.87,3,39
5264,others,1340.0,2,65.0,2,230
5265,Devanahalli,1080.0,2,52.0,2,65
5266,Electronic City,1200.0,2,34.0,2,74
5267,Hennur Road,2700.0,3,150.0,3,96
5268,others,1780.0,3,110.0,3,230
5269,Amruthahalli,1605.0,3,65.0,3,14
